free_text,label_id,dataset
trường an đang bên xưởng cơ khí nè,0,vihsd
"""bác chủ nhà bảo con vào đi nó hiền lắm không cắn đâu nhìn nó mà ko dám tin lời bác chủ nhà trương diệu""",0,vlsp
"""hôm_nay nghỉ phè_phỡn ngày nhịn đồ kích_thích sáng_mai đi xét_nghiệm lại giờ làm gì đây có ng kêu đi cắt tóc ngắn bảo chưa từng thấy mình cắt tóc ngắn ra sao dương_tử dương tử giang""",0,vlsp
ông già nầy giả ngây giả dại mà nói nhiều câu chí lý hay ra phết. khôn khéo chửi đổng như thế này thì chẳng mật lòng ai.,0,vihsd
hay lắm pro ?,0,vihsd
ăn con bờ lu cũng ko xong. thầy ơi là thầy,0,vihsd
bọn này đã kí hợp đồng bán biển giờ kí thêm hợp đồng bán đất,0,vihsd
"""hot_hit quá chị_em ới ời_ời tối nay em về hàng rùi nhé kèm ảnh thật chất đũi mềm mát đẹp bao phê đẹp mặc thích cực mà chất lắm đoá sập giá lẻ set thui khách nhé đơn_giản dễ mặc""",0,vlsp
chuyên nói tục,0,vihsd
nước đi hay đấy,0,vihsd
game thủ kì cưuj độ mixi,0,vihsd
thầy nhớ mang vinh quang về - nghệ sĩ hài hước clm,0,vihsd
việt nem hỏng có thít đìu này :),0,vihsd
dân việt nam se không còn nghe 1001 chuyện ăn của quan nếu kéo cổ hết bọn việt cộng ra biển lớn làm bữa thịt người cho cá .,2,vihsd
đn luôn là nơi đáng sống nhất vn mà,0,vihsd
"""nguyễn_lam chân ngắn khốn_khổ vl""",0,vlsp
"trần lâm nhã thay vì an toàn như mấy bài trc thì lần này với hoaprox thì jack phá cách vcl ra, với người nghe nhạc bình thường thì họ chủ yếu nghe lời với cái melody chính của bài chứ lần này ôg anh chơi quả pop funk như này thì gấp gắp quá nên họ khó nạp, chỉ riêng trap soul cũng đủ làm khó con em bàng hoàng r",0,vihsd
"""đm nó giả_vờ đấy thằng ngu ak""",2,vlsp
nguyễn tiến ib,0,vihsd
"""cần tìm chủ mới cho con_con là phốc đực con đã tẩy_run và tiêm phòng mũi bán nhanh cho ai thật lòng yêu_thương con chị_em bồ_kết vui_lòng ib""",0,vlsp
"""nam nguyễn_shared video quan_âm phật đài xem mà không cầm được nước_mắt cha_mẹ chỉ biết cho không biết đòi con_cái chỉ biết đòi không biết trả""",0,vlsp
được của ló thầy ơi,0,vihsd
giàu quá mẹ ơi sao lon,2,vihsd
anh diễn xuất sắc mẹ luôn :)),0,vihsd
bảo bảo như này là mấy tí rồi :))),0,vihsd
"""ảo_tưởng vl haha""",0,vlsp
để cho khỏi rãnh rỗi đi chống phá,0,vihsd
chịu bro ơii,0,vihsd
xin vd,0,vihsd
nhin cung dep that nhung hoi',0,vihsd
so vl,1,vihsd
"""đỗ_đình thạch is at ubnd phường tân mai""",0,vlsp
"""cho thuê nhà mặt_tiền góc nguyễn_an_ninh gần biển giá triệu tháng cọc thương_lượng nhà_trệt và lầu giả có pn wc pk bếp tổng_phòng khách rộng ôtô để trong nhà_điện nước giá nhà dân phù_hợp vừa vừa kinh_doanh homestay mở văn_phòng đại_diện lh hcvc minh_duyên viettel zalo truy_cập căn nhà đang cho thuê chuyên cho thuê nhà_nguyên căn vina mobi""",0,vlsp
"không phải lổi của csvn tàn ác mà chính người vn tự nhận mình và thích thú mình là con thú ,lại khoái mình là dân nô lệ .ai thích mình là con ông trời ,giơ tay lên .thấy không ,im re",2,vihsd
ở hàn gọi là chiếc lá còn vn là lá chà bồn.,1,vihsd
cô thật thà quá trời má ơii cười ỉa,0,vihsd
mạng nguoi rẻ bèo,1,vihsd
lâm nguyễn nghe sự tích con hàu hôi hám chưa cu em =)) thế nên mới cần thơm tho nhé,0,vihsd
"""hải ninh vl""",0,vlsp
cảm ơn vì spoil nhá,0,vihsd
"""phước thành to the group hội thích ăn_uống tại cần thơ phước xe honda msx đời xe_odo km biển số giấy bs giấy huyện tình_trạng xe như mới giá bán tr tháng ắc qui tháng chỉ bán xe_máy zin thành""",0,vlsp
"thiên minh ko biết đọc hiểu à, trong 14 ngày phải cách ly tại nhà , cậu tiệp này chạy tung tăng khắp thành phố ( tổ dân phố tới kiểm tra nhiều lần ko có nhà và có rất nhiều nhân chứng, ảnh chụp cho thấy) nên chủ tich tp mới phải ký qđ cho cách ly vì cậu tiệp đã sai qđ. nói chung là cái loại ý thức kém như thằng này thì ko cần phải nương tay, cứ cưỡng chế",2,vihsd
nhâm phẩm kém vá sena,0,vihsd
"""nhớ mấy bạn da đen quyen truong shared memory tinh le and phuc pham""",0,vlsp
"""nguyễn_phương vl""",0,vlsp
ok đẹp trai :v,0,vihsd
"""dứt_khoát vl""",0,vlsp
"""duyen hari việt bán đất khu dự_án thương_mại phường quảng_phong thị_xã ba đồn diện_tích dãy mx vuông dãy mxm vuông lhe gặp việt""",0,vlsp
bố m bụng có phệ k ad?,0,vihsd
đứa nào nghe đến đoạn hay hú tao phát .,0,vihsd
"""ngọc hoàng cay vl""",0,vlsp
nhớ lại cảm giác hồi xưa vẫn thấy hồi hộp. cho dù kết quả ra sao đi chăng nữa thì các em vẫn sẽ trưởng thành trên con đường của mình,0,vihsd
"""hello add nè""",0,vlsp
"""sau khi xảy ra va_chạm với xe tô bán tải người đàn_ông ngã xuống_đường và bị xe container từ phía sau cán tử_vong ngã xuống đường sau va_chạm người đàn_ông bị xe container cán tử_vong nlđo sau khi xảy ra va_chạm với xe tô bán tải người đàn_ông ngã xuống_đường và bị xe container từ phía sau cán tử_vong""",0,vlsp
kh thích xem nono,0,vihsd
thích lắm,0,vihsd
"""hàng chụp thật đây đơn_giản nhưng xinh lắm bên trong tha_hồ đựng nhìu_đồ nha ms""",0,vlsp
cay lắm luôn,0,vihsd
"""thương_trường là chiến_trường thế_giới này thật đáng sợ huhu tao mà trúng số tờ độc_đắc tao về đức hoà giữ con trồng cây nuôi heo hứa""",0,vlsp
"""hoàng hồng_nhung sắp hết tháng về bn làm""",0,vlsp
cái lồn mẹ. mấynhoom trước tao buk mình thì đỵt có chỗ nào xả. hôm nay nguôi ngoai cả r thì mới tìm ra cái chổ chửi xả. đỵt mẹ đời. lồn mẹ chúng mày kể cả thằng ad mặt lồn bước ra đây để bố xem mặt,2,vihsd
luc truoc  nghe loi  thang nguyen  thuan  chui nguoi ta te tua  roi bay gio  bi  thang  nguyen thuan  chui lai  cho ba ghet,0,vihsd
vì cô minh hiếu ngồi thôi cũng tỏa ánh vàng r mà :)),0,vihsd
"""tui nay dang lua ca chinh phu neu dung cach chuc dam cong thuong giai the nganh dien nay luon di""",0,vlsp
ad viết tắt từ gì đấy. ai cho e bite đc k ạ,0,vihsd
"""bàn_chải hình bắp ctv giá lẻ chiếc sp hữu_ích cho mọi nhà với tay_cầm chắc_chắn phần bàn_cọ cứng_cáp chắc_khỏe hình_dáng ngộ_nghĩnh giúp tăng thêm phần hứng_thú khi dọn_dẹp vệ_sinh sp được giao màu ngẫu_nhiên sản_phẩm_giá gốc giao hàng toàn_quốc tuyển ctv khách buôn trên toàn_quốc cơ_chế tốt nhất zalo""",0,vlsp
skin mới mọi người ơi,0,vihsd
"""khánh duy_thủy nguyễn bùi_hương khểnh kún thu hà""",0,vlsp
vụ linda thì sao vậy thầy,0,vihsd
tuyệt,0,vihsd
cái việc này làm cho mn bị tối cổ quá nhanh quá nguy hiểm,0,vihsd
tag sela vô,0,vihsd
làm từ thiên mà khẩu nghiêp wa a di đà phât,0,vihsd
"""chia_sẻ với ai chưa biết muốn bóc xanh thì cứ lấy mà bóc xem_lại ngôi_sao màu và cứ thế_mà làm nhé màu đối màu""",0,vlsp
"mai là tròn 14 ngày kể từ hôm đó, hi vọng ko sao",0,vihsd
like page giúp mình ạ,0,vihsd
"""không_những hiền mà còn thông_thái vcl ra""",0,vlsp
"hô ng việt dùng hàng việt đâu hết rồi, làm mẫu đi chứ",0,vihsd
anh tôi nay đã già rồi,0,vihsd
má ba nói hay quá,0,vihsd
chẳng thấy nó đẹp ở chỗ nào cả,1,vihsd
như cl,1,vihsd
"""cuộc_sống bây_giờ cứ sống tốt cho bản_thân mình tự thương lấy mình còn ai muốn làm gì thì làm không quan_tâm nữa cứ sáng ngủ dậy cho gà ăn rồi ngồi nghe nhạc hút vài điếu thuốc rồi mặc_kệ đời""",0,vlsp
"dòng giống gì không biết, khi không lôi anh t vào chi vậy :))",0,vihsd
làm riết thấy chán. lên cao thủ lẹ đi ông già,0,vihsd
nhà tiên tri duy nhất còn sót lại trên thế giới này nhà tiên tri trần dần,0,vihsd
cô 3 oi...con ham chiếc xe sh 150! lâu lắm rồi mà con không thể nào mua nó được nổi. cô 3 giúp con 1 lần đi cô 3,0,vihsd
"""tân võ bó_chiếu đem chôn""",0,vlsp
mạng khỏe thế :)),0,vihsd
"""cháu đéo thích điều_hoà khô vl""",1,vlsp
,0,vihsd
đẹp zai gần bằng chip,0,vihsd
khùng thiệt khùng tới mức bực bội luôn mấy đứa...,0,vihsd
"""trùng đúng lịch nghĩ hè vl""",0,vlsp
tiền nhiều thì chết đem theo nha chị 3 :)),0,vihsd
"""cuối tuần nguyen ngoc nhung chán_nản vl""",0,vlsp
"đánh kẻ chạy đi , không đánh kẻ chạy lại , bác yêu nước như vậy thì chúc bác sống khoẻ mạnh , người vn không ai ghét bác cả",0,vihsd
"""nguyễn_trang hahak bi từ từ là vừa""",0,vlsp
nguyễn đức ánh khôn hơn cả họ nhà m.,2,vihsd
"""nguyễn_hà_minh cái cọng giống cái râu vl""",0,vlsp
thanh hoa nhiều cánh hoa tạo nên (thanh)hoa,0,vihsd
sống chậm lại các mày ?,0,vihsd
nge rất vô sinh nhưng lại có thai,0,vihsd
haha lại ba que xỏ lá,2,vihsd
"nền giáo dục phương tây đã dạy gì cho những \""ai kia\"". nghĩ nó chán, sang chảnh mà ý thức l0l",1,vihsd
viết dài cỡ này cũng lười đọc vl : )),0,vihsd
"""nó lại đúng vl""",0,vlsp
"""tạ_ơn chúa đã cứu chúng con thoát chết minh anh chill lất bất_and sỷ luân""",0,vlsp
được anh ơi,0,vihsd
huy engraving xin video bro,0,vihsd
hí anh em,0,vihsd
"""lol lol lol""",0,vlsp
thầy éo đi show nữa ak,0,vihsd
"""tận năm_cơ làm cái đại_lễ kỉ_niệm đi mày hiển nguyễn_valu luân""",0,vlsp
3 triệu nhưng nay còn 300k,0,vihsd
bảo thương học sinh mà vẫn bắt học sinh đi học =)),0,vihsd
hoang anh cực kì thuyết phục!:)),0,vihsd
là xui rồi đấy chứ kkk,0,vihsd
cứ để bà cụ tội nghiệp ảo tưởng những điều tốt đẹp.có đ/chỉ thì công khai mỗi ng giúp 1 phần nhỏ cho bà toại nguyện,0,vihsd
tạ tường xin link ảnh,0,vihsd
"""diên vĩ đmmm cười vcl""",1,vlsp
"""bait được nhiều bò vl""",0,vlsp
vâng....là dân địa phương :v xác minh là có thật :v,0,vihsd
đang buồn xem cái nãy hết buồn luôn :))),0,vihsd
nghe quyen vl,0,vihsd
"""riêng bảo_kê cho vào tận nơi xem""",0,vlsp
oke hasagi chết mọe đi,1,vihsd
"""tin người vl""",0,vlsp
acc netflix uhd - (4k) & spotify,0,vihsd
tiên tri xàm,2,vihsd
"""anh thay em cung de thuong qua di_di""",0,vlsp
yêu thầy dấu bé 3,0,vihsd
from quang ninh with lovee >3,0,vihsd
"""lịnh lặng_lẽ hàng shop nha thanh_lí""",0,vlsp
"""cô gái độc_thân cũng là tình_yêu đó là yêu_chính bản_thân mình đấy""",0,vlsp
"""thuy cao le tư_lệnh quân_khu bị cảnh_cáo tto trung_tướng nguyễn_hoàng thủy_phó bí_thư đảng_ủy_tư_lệnh quân_khu bị ủy_ban kiểm_tra trung_ương cảnh_cáo vì để xảy ra vi_phạm khuyết_điểm trong công_tác quản_lý sử_dụng đất""",0,vlsp
hài thật,0,vihsd
"dạo này bệnh lợn tả châu phi tạm yên !! bây giờ lại bắt đầu bệnh bò điên hoang tưởng , rối loạn phân liệt ông giáo ạh ! thế có nguy ko chứ",1,vihsd
vẫn không chừa được những lời nói thô tục,0,vihsd
"""tình_yêu phải hai người cùng bước là nắm tay đi qua bão giông là thương nhau những ngày sóng_gió là không rời nhau khi bất_đồng gõ_cửa là cạnh nhau đến cuối con đường tý kun watching mẹ ma than_khóc la llorona mỹ hiền""",0,vlsp
nhận phong bì thôi,0,vihsd
dân indo nghe lại vài lần đi bro,0,vihsd
ơ. có nhạc à. top à. tao còn đéo quan tâm,1,vihsd
hy vọng kristen không làm mình quá thất vọng như charlie angels đợt rồi,0,vihsd
kinh nhờ,0,vihsd
"mãi mãi phồn vinh, mãi mãi trường tồn",0,vihsd
nguyễn thanh quang đc có í tưởng,0,vihsd
clear đang gội đầu.,0,vihsd
"""mà đc chịch còn ngu đm lượn_vòng là đó đến chỗ vắng người đó thằng ngu""",2,vlsp
"""cảm_giác thối vl""",1,vlsp
ôi thủ đô!!!,0,vihsd
"""hoàng_sơn shared live video to the group những người việt kinh_doanh taị hàn quốc dung tặng quà miễn_phí cùng giám_đốc công_ty""",0,vlsp
thien duong cs ngo that.biet tq mun hai vn ma van tiep tay cho tq,2,vihsd
"""em năm nay tuổi đã có gia_đình đã đi làm kế_toán tổng_hợp được hơn năm nay em muốn chuyển mong_muốn nhận báo_cáo thuế báo_cáo tài_chính quyết_toán thuế và làm hồ_sơ giấy_phép cho các công_ty quý công_ty nào cần tuyển hoặc gọi số giúp em với em cám_ơn anh_chị đã đọc tin em khu_vực tp hcm""",0,vlsp
người có 500tr giúp cái người k có 500tr  đm,0,vihsd
"""quả cuối sút phạt_góc ngầm vl""",0,vlsp
@văn tuấn mai m đéo bt câm mẹ có vài nghệ sĩ đã giải thích vì sao tđ bán hàng 2 loại á,2,vihsd
con linh này nó k biết nhục sao mà còn đua cái mặt lên cà..,2,vihsd
"ko biết tụi tham ô tham nhũng ăn cướp bán nước hại dân chúng dạy con như thế nào nhỉ, làm sao mà dám thấp hương cho ông bà tổ tiên",2,vihsd
dep ma de thuong deo vang nhieu nhung k thay chanh cung co nhieu nguoi ung ho chi chu neu nhu ng khac la bi chui khoe cua roi,0,vihsd
viết phúc thấy đâu cũng bl nhg chưa thấy nên fan cứng nhỉ,0,vihsd
"""nguyễn_thị bình_thuận annie xả hàng""",0,vlsp
"""chỉ cần thoa lần ngày tặng đai nịt cao_cấp trị_giá ăn cho béo lên để trải nghiệm kem tan_mỡ thần_thánh goslim_collagen cho các chế nè xem thêm""",0,vlsp
"""mik mưa to ướt cmn đồ nhọ vl""",0,vlsp
"""thu hà trân_châu đen clip dựa trên câu_chuyện của bài hát độ ta không độ nàng link bài hát tranchauden tiktok douyin""",0,vlsp
tình yêu hãy nói về nhism korea,0,vihsd
"""thư tẽn top comments nể vl""",0,vlsp
hồng thái nhưng m thì có :)),0,vihsd
"""chuyện của tối qua cám_ơn mng nhenn em vẫn nhận ord ship buổi trưa và chìu nheee diệp trân_trân khôi lê""",0,vlsp
ok sếp,0,vihsd
buồn nôn quá nè anh ơi :)),2,vihsd
"""trương tuyền seen lại bảo không đúng đi các thím lại không trượt phát lào seen""",0,vlsp
"""hồng tươi posted in chợ cẩm phả mai_ngọc and mai ngọc tươi hôm_nay bạn ăn gì nhà mình luôn_luôn sẵn_sàng phục_vụ hàng đảm_bảo lúc_nào cũng mới atvstp nói ko với hàn_the chất bảo_quản nhé lẻ xúc_xích tươi xx nạp xưởng tươi xx cá gà lợn xx kg nem_chua rán khoai kén kg gà muốik con sđt""",0,vlsp
"""kh can""",0,vlsp
ở một diễn biến khác =)),0,vihsd
"""duck na na ngon vl huhu""",0,vlsp
"""vl""",0,vlsp
bai nay ko hay,0,vihsd
sao ad cái gì cũng bit hay vay ??? chỉ cho e với đc ko ??,0,vihsd
peter nguyen m mún cô my hay ba gà :))),0,vihsd
vậy có đi tù ko,0,vihsd
cho xin lời bình cái quỳnh liên,0,vihsd
"""lỡ đi_đôi gu yêu thích dầm mưa và bẩn vcl xót vl""",0,vlsp
"""lại dự_án làm_giàu cho các nhà quản_lí""",0,vlsp
thích chị có nói có ai sai thì cứ chửi,0,vihsd
"trần huỳnh như rồi nghe nhiều chuyện buồn quá cũng k tốt nha,đang busss cuuu tự nhiên nghĩ đến chuyện buồn xong là khóc ròng rã",1,vihsd
"""chu hưởng shared live video to the group mua_bán online uy_tín fm style shop hàng hot chỉ xx chị_em quẹo lựa kẻo hết nhé share để nhận ưu_đãi giá rẻ nhaaa""",0,vlsp
dạy bơi trẻ em từ 3-7 tuổi và người lớn saigonkidswim,0,vihsd
"""đà vườn dưới chân cầu bình_thủy_tô tới nền tr""",0,vlsp
phi trần vừa coi vừa ngủ đm nghĩ ló chán :)),1,vihsd
"""linh phương nguyễn_shared memory""",0,vlsp
cuoi qa troi qa dat lun,0,vihsd
đài loan chửi láo quá thì an tâm nhé ko ai đánh đập đâu mà mấy nghìn quả trứng vào nhà luôn. các bạn nào gần nhà linh cá lóc cho mấy nghìn quả trứng vô nhà nó cho nó biết thế nào là lễ độ.,2,vihsd
thảo đào văn,0,vihsd
"""and love you""",0,vlsp
hello,0,vihsd
khi bạn mua quần đùi gucci nhưng sợ bọn nó không biết,0,vihsd
cmm dụng tới cô minh hiếu  tao kéo ae tao đập chết mẹ mài đó,2,vihsd
"""cùng idol sx lambogini đi chuỗi ht gặp ngay team tổng_tư_lệnh full tmp có nên sử_dụng tmp để gồng gánk qua cái chuỗi ht này ko các bạn cùng đón xem nhé link ae xem clip chia_sẻ và đăng_kí kênh ủng_hộ mình ra những clip mới hay hơn nha face cá_nhân kênh youtube""",0,vlsp
chứ không xoá kênh cũ à thầy,0,vihsd
yêu cô quá cô ơi huhuuu,0,vihsd
"""nguyễn_bách đêm nay đội_hình toang vl""",0,vlsp
"""hàng cao_cấp bảo_hành máy và pin tháng franck muller fm có bán box fm kèm case xmm bề dày mm máy nhật cao_cấp box franck muller huỳnh_phương""",0,vlsp
"""đẹp mà chỉ có con chia cho các shop nhé""",0,vlsp
tận lực tận tâm với nghề,0,vihsd
no vừa thôi ma ơi . nó nở banh hang giờ...,2,vihsd
street style?,0,vihsd
"""công_ty cty""",0,vlsp
ủa ông này là ai z mọi ng,0,vihsd
ở đấy ngột ngạt mà còn đi lại được :)) ở chỗ kia thì đeo có cơ hội đi như vậy đâu mà ngột vs chả ngạt hihi,1,vihsd
nghèo bày dạt nỏ.bién di me oi,2,vihsd
"""mặt phồng hãm vl""",1,vlsp
"""cong luan pik làm kill này ko iq vô_cực""",0,vlsp
"đánh con mẹ gì trúng 20k, xao lol :))",1,vihsd
"""khách dặn nếp_cẩm nên gom để xát lần luôn chứ xát ít cối ko_xát nà lúa nếp_cẩm đem từ quê chị dâu vào nên chuẩn nếp nương nhé tạ kiều châu hong luong and bê dương_thị""",0,vlsp
bùi đức hậu không sợ nó cười vào mặt mình nà chỉ sợ bạn bè của mình nhắc tới câu chuyện mình thích nó mãi,0,vihsd
trời ơi trời abe chơi local brand hả?,0,vihsd
chị dễ thương quá,0,vihsd
cái ảnh trên cùng hình như là cầu vượt chỗ kcn phúc điền hd.,0,vihsd
vui thật,0,vihsd
thích thì thích k thích thì thôi ns mịa ra cho nhanh,0,vihsd
"thượng bất chính hạ tắc loạn. đạo đức xuống cấp trước hết phải đánh giá vai trò của chính quyền trong quản lý, giáo dục yếu kém ko hiệu quả. đéo làm tốt đc thì lui xuống để người có năng lực lên thay thế.",2,vihsd
"""đào hà referral đăng_ký nhận lì_xì lên tới""",0,vlsp
"""và nhạc phật_giáo hay nhất cho phật tử""",0,vlsp
phương chun : like page bao nhiêu lâu rồi giờ ms đc đọc nội quy :)))) lại còn :,0,vihsd
"""nguyễn_phát to the group chợ xe_máy đồ cũ phát màu này cũng hoooooooot lắm nè khách gửi cọc hôm_qua bữa_nay mới thấy tiếp_tục nhận cọc làm suzuki satria id trắng_đen tem màu cho anh trai bình dương_phát đã bảo rồi anh_em cứ_việc ngồi nhà chuyển cọc ngồi ruuuuuung đùi đợi nhận xe thôi anh_em cần xe mẫu_mã kiểu giáng như thế_nào thì nói với phát nha""",0,vlsp
"mấy ông học fpt lấy ý tưởng mà làm đồ án nè, biết đâu lại xuất sắc :v",0,vihsd
"bùi thị quỳnh bên a có tất cả các hòm thương hiệu nổi tiếng mà giới trẻ việt nam yêu thích , nike , gucci , vans , adidas , louis vuittion ...",0,vihsd
cái gì cứ bay qua bay lại trong video ấy nhờ =)),0,vihsd
"""bầu_trời này đẹp quá trời trời ơi đẹp quá quá trời đẹp luôn ngó lên trời trời cao có lắc cục sì lầu ông bê lắc đặng_bảo crazy""",0,vlsp
"đức dũng mày cứ liệu hồn nhá, giờ dễ đi tù lắm đấy :v",0,vihsd
sì tai mới của a be diện đồ ăn tết xuân đến xum zầy,0,vihsd
đang nhếch đừng động vào hahha,0,vihsd
cực kì thuyết phục <3,0,vihsd
e thầy à,0,vihsd
quỳ,0,vihsd
nàng tiên cá tới tháng à?,0,vihsd
tha em thấy ơiii,0,vihsd
về nhà trông con đi còn đam mê làm ca sí nữa à anh ưiiii,0,vihsd
"""buồn quá chủ_quan vl""",0,vlsp
quá khứ rồi quên đi,0,vihsd
là 1 thằng con trai không nên dùng facebook,0,vihsd
đeo xong lại kéo xuống,0,vihsd
"""hà_hà vô_tình lướt qua đi nhá kg dc cơm men""",0,vlsp
cdm,1,vihsd
ủng hộ abe,0,vihsd
mấy anh chị nói đúng rồi nha,0,vihsd
"1 là giọt nước ngọt, 1 là giọt nước lọc...",0,vihsd
bộ đồ hàng hiệu,0,vihsd
khổ quá,1,vihsd
nguyễn văn nam k liên quan nhưng ảnh đẹp vl,0,vihsd
"ad cho em hỏi ngu xí. trong page này nếu em nói \""địt mẹ ad\"" là có văn hoá hay vô văn hoá ạ :v",0,vihsd
25:05 phút anh em chia sẻ mạnh tay tới tập cận bình nhé! trời sinh ra tập tấc nhiêng sao lại sinh ra tiger ?,0,vihsd
#error!,0,vihsd
"""cao đức thành mày mắc cừi quá haz fb tao thì tao lướt""",0,vlsp
hay quá aba ơi thưởng cho cái thơm má nè,0,vihsd
nguyễn yến nhi đang tính cmt luôn. :)))) coi xong kiểu wtf?? t đã coi clg thế :)))),2,vihsd
from mixiii with love,0,vihsd
chị thắm cho e xin cái nick face ^_^ chửi hay vầy max k nhận chửi thuê,0,vihsd
nữa đêm coi mà cười muốn xĩu,0,vihsd
dễ thương quá cô ơi,0,vihsd
"""tô_âp thah_tho xa phu lam huyen tân_phu tih đôg nai""",0,vlsp
from mixi đồng nai chúc ae trong tộc nghỉ lễ vv,0,vihsd
cố lên thầy ơi,0,vihsd
nghe rất vô lí nhưng cực kì thuyết phục,0,vihsd
"""trưa ni cho hàng đi chừng này thôi nói_điêu mất lộc buôn_bán dẹp nghề luôn ahihi""",0,vlsp
"""buồn nhất câu đã tốn thời_gian cho quá nhiều trang phạm was thinking about better days""",0,vlsp
idol  chuẩn luôn,0,vihsd
"chúc mừng con quỷ này facebook nó bị hacker việt nam đánh sập rồi,toàn bộ đồ mua để bán online nó để ăn rồi kkk.( thực ra nó là phụ hồ nhé ).",2,vihsd
sản phẩm của 1 nền giáo dục thối nát mà,2,vihsd
"""mai em bán hàng_chợ phúc khánh cả nhà ủng_hộ em nhé mai em có chè thập_cẩm_cốc sữa ngô_chai ml cảm_ơn cả nhà thương_thảo nguyễn nguyễn_thương hiền""",0,vlsp
nhà tiên tri vũ trụ dợt này già qá chúc ổng thượng thọ ak,0,vihsd
"""dung ma ma sắp vào chuâ""",0,vlsp
"""mới_đây năm nhớ những ngày họp online vc""",0,vlsp
yêu abe,0,vihsd
cũng muốn chụp ảnh như anh :>,0,vihsd
"""lệ khanh trung_tâm tin_tức vtv bạn có biết uống quá nhiều nước một ngày có_thể gây hại cho thận đến tính_mạng nếu bạn hay người_thân có vấn_đề liên_quan tới nước cần phản_ánh hãy gọi tới số""",0,vlsp
"""đáng yêu vl""",0,vlsp
mới nhìn tưởng cẩm ly,0,vihsd
"""chán ông bara này vl""",0,vlsp
lan trinh,0,vihsd
ae ơi...! cố lên việt nam ơi,0,vihsd
"""đug ba hà_bá kim_nhi nguyen ngoc lien""",0,vlsp
quyen anh có có,0,vihsd
tài nguyễn còn non và xanh lứm,0,vihsd
vẽ con gà :d,0,vihsd
shun shun hónggg,0,vihsd
quang minh best xiaolin :v,2,vihsd
mai đến mua khô gà có dc chụp ảnh cùng thầy k ạ,0,vihsd
"tú said:"" cho cái lồn nè anh ba"".",0,vihsd
"""đhs hnay lạnh vl""",0,vlsp
"""bác nói chuẩn vl""",0,vlsp
"""ghét lý_thuyết vl""",0,vlsp
diễn viên suất xuất nhất giải còn gì,0,vihsd
"""hì biết nữa mệt_mỏi ghê nguyễn_gia hưng trash hiện_tại tao đang bị áp_lực về điểm số vl""",0,vlsp
"lương mặt =6t/tháng,trừ bh, điện,nước,xăng xe,tiền vệ sinh,thức ăn hàng ngày hỏi còn bn,nếu có người ăn theo nữa chỉ có âm suốt.vay mà ăn đồng nghĩa làm cu li cho nn suốt đời không ngóc đầu lên đc.bố mẹ mà không có nhà cho thì chỉ ra gầm cầu mà ở",0,vihsd
"chỉ có ở vn, thiếu vật chứng thì... đi lượm",0,vihsd
abe muôn năm,0,vihsd
"""em vẫn còn đang buồn_ngủ lắm mà đã bị mẹ lôi đầu dậy để bắt con diều rồi diệu phan""",0,vlsp
xem cái này chỉ muốn ỉa vào mặt mấy thằng cho xây tượng đài...,2,vihsd
huy germany đúng á giọng nghe khá nhỏ,0,vihsd
"haizz các bạn ko thấy anh tôi khổ thật à, ko phải ngày nào cũng có cơm mà ăn đâu, lâu lâu nghèo đến nỗi phải chắt chiu từng đồng để ăn cua hoàng đế, tôm hùm để cầm bụng đấy, mà có sướng gì đâu còn phải giúp đỡ mấy đứa em nữa, từng đồng ấy giúp cả team refund cầm bụng sau giải để đủ sức sang thái. ai cũng bảo a độ lừa, không hiểu sao",0,vihsd
đầu 2 thứ tóc rồi mà còn bị trẻ trâu levi lừa.,0,vihsd
cưng chị hiếu quá dể thương thật thà vui tính.,0,vihsd
"các bạn win custom, vui lòng screenshot lịch sử trận đấu và inb về fanpage để thầy phát thẻ cào nhé!",0,vihsd
nguyen quoc tuan - tấc nghiêng tấc nghiêng ...,0,vihsd
các bạn bị ngu hả đây là style mà.?,2,vihsd
"""lê_minh quân em ngu_hóa vl""",0,vlsp
tuấn bảo chắc bác pro hơn thầy,0,vihsd
cực kì thuyết phục,0,vihsd
ông biết kết quả rồi ông vào strem đúng không .... gáy nào ae ơiiiii,0,vihsd
chế ơi có phải như lời chế nói không,0,vihsd
"""nguyễn_thu trang beta cineplex phim ma kinh_dị mẹ ma than_khóc chiếu tại beta giatuk lịch chiếu và đặt vé betacineplex rạp phim giá rẻ nhất việt nam_fanpage group zalo instagram youtube""",0,vlsp
"""hai chị_em thần_tượng nhân_vật truyện_tranh đến nổi bắt ba xăm lên thân mình luôn""",0,vlsp
6 tiếng cho 1 quả đầu vì quá đông hiu hiu,0,vihsd
bơ-phẹt,0,vihsd
"""chưa làm cái lễ ko nhỉ ngo văn_quang nguyễn_thành phương""",0,vlsp
chị tiết bị chúng lời ngiền gu chìiiiiiii dòi =))),0,vihsd
"đang chuẩn bị họp, 1 ông người tàu bước vào phòng,,, búng tay cái ""póc"" 10 thằng tàu nhỏ vác 10 cái vali tiền vào phát cho 1 bộ trưởng 1 cái ... "" mấy lỉ ăn đi và im mồm dùm bọn ngộ"" !",0,vihsd
lol cái này coi oi`,0,vihsd
cay quá b52 ơi,0,vihsd
buòin lắm anh ơi:((,0,vihsd
"""doi chi bo hoa trag lai lay sit cho chi di""",0,vlsp
